A0,A1,A2,A3,A4,"A5,",Emotion,Angl,ValAng,FuzzValue,FuzzStr,rule
A0,A1,A2,A3,A4,"A5,",Emotion,Angl,,,,
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A0,1.1282228808,0.4744201052,M,0.4744201052
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A1,0.2856090934,0.6268407899,M,0.2973858735
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A2,1.2014626691,0.2556258792,M,0.0760195254
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A3,0.3390207592,0.7654643812,M,0.058190239
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A4,0.6085503123,0.8216550362,M,0.0478123029
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_1,A5,1.1282228808,0.7516975578,M,0.0359403913
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A0,1.1282228808,0.538081387,L,0.0193388556
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A1,0.2856090934,0.6814827083,M,0.0131790957
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A2,1.2014626691,0.8020384353,M,0.0105701413
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A3,0.3390207592,0.2860208315,M,0.0030232806
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A4,0.6085503123,0.7096277498,M,0.0021454038
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_2,A5,1.1282228808,0.4555298938,L,0.0009772956
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A0,1.1282228808,0.4201958888,M,0.0004106556
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A1,0.2856090934,0.3254430165,S,0.000133645
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A2,1.2014626691,0.1931809989,M,2.58176728261E-05
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A3,0.3390207592,0.2149376668,M,5.54919035922E-06
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A4,0.6085503123,0.9071176032,M,5.03376825826E-06
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_3,A5,1.1282228808,0.6996818235,M,0.000003522
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A0,1.1282228808,0.7518545712,M,2.64805898246E-06
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A1,0.2856090934,0.8625771486,M,2.28415516635E-06
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A2,1.2014626691,0.3280569102,L,7.49332886303E-07
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A3,0.3390207592,0.4694902557,M,3.51804488371E-07
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A4,0.6085503123,0.4552579622,S,1.60161794485E-07
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_4,A5,1.1282228808,0.4945877714,M,7.92140649903E-08
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A0,1.1282228808,0.437947165,M,3.46915751941E-08
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A1,0.2856090934,0.3339906657,S,1.15866622924E-08
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A2,1.2014626691,0.7268989931,M,8.42233315341E-09
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A3,0.3390207592,0.1436436791,M,1.20981492093E-09
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A4,0.6085503123,0.7444498265,M,9.0064650804E-10
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_5,A5,1.1282228808,0.6729680988,M,6.06106368218E-10
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A0,1.1282228808,0.6386769095,S,3.87106142102E-10
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A1,0.2856090934,0.3699700915,L,1.43217694808E-10
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A2,1.2014626691,0.3789486785,L,5.42721561846E-11
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A3,0.3390207592,0.9094940988,M,4.93602057807E-11
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A4,0.6085503123,0.8458452802,S,4.17510970916E-11
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_6,A5,1.1282228808,0.6586272392,S,2.74984098113E-11
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A0,1.1282228808,0.4355579538,M,1.19771511094E-11
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A1,0.2856090934,0.4117929485,S,4.93210636993E-12
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A2,1.2014626691,0.8425268299,M,4.1554319447E-12
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A3,0.3390207592,0.9879545884,M,4.10537805643E-12
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A4,0.6085503123,0.637043097,M,2.61530275153E-12
1.1282228808,0.2856090934,1.2014626691,0.3390207592,0.6085503123,1.1282228808,Emo_7,A5,1.1282228808,0.7242355788,M,1.89409530196E-12
M,M,M,M,M,M,,,,,,
L,M,M,M,M,L,,,,,,
M,S,M,M,M,M,,,,,,
M,M,L,M,S,M,,,,,,
M,S,M,M,M,M,,,,,,
S,L,L,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A0,1.0948153773,0.7676269485,M,0.7676269485
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A1,0.2886953241,0.7353169563,M,0.5644491113
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A2,1.191611826,0.3461317588,M,0.1953737636
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A3,0.3385929333,0.7578559941,M,0.1480651779
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A4,0.570494665,0.524062183,M,0.0775953603
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A5,1.0948153773,0.9558097945,M,0.0741664054
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A0,1.0948153773,0.4441016397,L,0.0329374223
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A1,0.2886953241,0.570411042,M,0.0187878694
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A2,1.191611826,0.8814063523,M,0.0165597474
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A3,0.3385929333,0.2788709768,M,0.0046180329
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A4,0.570494665,0.3499495782,M,0.0016160787
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A5,1.0948153773,0.3584035764,L,0.0005792084
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A0,1.0948153773,0.6147310712,M,0.0003560574
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A1,0.2886953241,0.293731751,S,0.0001045854
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A2,1.191611826,0.2736440255,M,2.86191587973E-05
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A3,0.3385929333,0.2216955488,M,6.34474011486E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A4,0.570494665,0.681303674,M,4.32269475108E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A5,1.0948153773,0.8855899025,M,3.82813482324E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A0,1.0948153773,0.5287302749,M,2.02405077756E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A1,0.2886953241,0.9628978827,M,0.000001949
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A2,1.191611826,0.0010456325,M,0.000000002
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A3,0.3385929333,0.4761617376,M,0.000000001
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A4,0.570494665,0.5497785432,S,5.33485969979E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A5,1.0948153773,0.3318760661,S,1.77051225053E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A0,1.0948153773,0.6361637286,M,1.12633567476E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A1,0.2886953241,0.3012624257,S,3.39322617513E-11
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A2,1.191611826,0.6534122348,M,2.21717549841E-11
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A3,0.3385929333,0.1506912095,M,3.34108857461E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A4,0.570494665,0.985769701,M,3.29354388508E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A5,1.0948153773,0.8691474947,M,2.86257541638E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A0,1.0948153773,0.6859575941,S,1.96360534542E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A1,0.2886953241,0.4007091523,L,7.86834633339E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A2,1.191611826,0.3600340827,L,2.83287285443E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A3,0.3385929333,0.9018661325,M,2.55487208511E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A4,0.570494665,0.8971070365,S,2.29199372483E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A5,1.0948153773,0.7043293458,S,1.6143184408E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A0,1.0948153773,0.6522881436,M,1.05300077887E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A1,0.2886953241,0.3754686256,S,3.95368755146E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A2,1.191611826,0.7717459389,M,3.05124231169E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A3,0.3385929333,0.9824578531,M,2.99771697084E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A4,0.570494665,0.3910633582,M,1.17229726569E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A5,1.0948153773,0.9324064938,M,1.09305758319E-14
M,M,M,M,M,M,,,,,,
L,M,M,M,M,L,,,,,,
M,S,M,M,M,M,,,,,,
M,M,M,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
S,L,L,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A0,1.0948153773,0.7676269485,M,0.7676269485
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A1,0.2886953241,0.7353169563,M,0.5644491113
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A2,1.191611826,0.3461317588,M,0.1953737636
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A3,0.3385929333,0.7578559941,M,0.1480651779
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A4,0.570494665,0.524062183,M,0.0775953603
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_1,A5,1.0948153773,0.9558097945,M,0.0741664054
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A0,1.0948153773,0.4441016397,L,0.0329374223
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A1,0.2886953241,0.570411042,M,0.0187878694
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A2,1.191611826,0.8814063523,M,0.0165597474
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A3,0.3385929333,0.2788709768,M,0.0046180329
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A4,0.570494665,0.3499495782,M,0.0016160787
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_2,A5,1.0948153773,0.3584035764,L,0.0005792084
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A0,1.0948153773,0.6147310712,M,0.0003560574
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A1,0.2886953241,0.293731751,S,0.0001045854
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A2,1.191611826,0.2736440255,M,2.86191587973E-05
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A3,0.3385929333,0.2216955488,M,6.34474011486E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A4,0.570494665,0.681303674,M,4.32269475108E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_3,A5,1.0948153773,0.8855899025,M,3.82813482324E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A0,1.0948153773,0.5287302749,M,2.02405077756E-06
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A1,0.2886953241,0.9628978827,M,0.000001949
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A2,1.191611826,0.0010456325,M,0.000000002
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A3,0.3385929333,0.4761617376,M,0.000000001
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A4,0.570494665,0.5497785432,S,5.33485969979E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_4,A5,1.0948153773,0.3318760661,S,1.77051225053E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A0,1.0948153773,0.6361637286,M,1.12633567476E-10
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A1,0.2886953241,0.3012624257,S,3.39322617513E-11
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A2,1.191611826,0.6534122348,M,2.21717549841E-11
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A3,0.3385929333,0.1506912095,M,3.34108857461E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A4,0.570494665,0.985769701,M,3.29354388508E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_5,A5,1.0948153773,0.8691474947,M,2.86257541638E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A0,1.0948153773,0.6859575941,S,1.96360534542E-12
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A1,0.2886953241,0.4007091523,L,7.86834633339E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A2,1.191611826,0.3600340827,L,2.83287285443E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A3,0.3385929333,0.9018661325,M,2.55487208511E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A4,0.570494665,0.8971070365,S,2.29199372483E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_6,A5,1.0948153773,0.7043293458,S,1.6143184408E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A0,1.0948153773,0.6522881436,M,1.05300077887E-13
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A1,0.2886953241,0.3754686256,S,3.95368755146E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A2,1.191611826,0.7717459389,M,3.05124231169E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A3,0.3385929333,0.9824578531,M,2.99771697084E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A4,0.570494665,0.3910633582,M,1.17229726569E-14
1.0948153773,0.2886953241,1.191611826,0.3385929333,0.570494665,1.0948153773,Emo_7,A5,1.0948153773,0.9324064938,M,1.09305758319E-14
M,M,M,M,M,M,,,,,,
L,M,M,M,M,L,,,,,,
M,S,M,M,M,M,,,,,,
M,M,M,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
S,L,L,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A0,1.0978280823,0.7411854127,M,0.7411854127
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A1,0.2856090934,0.6268407899,M,0.4646052496
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A2,1.1993237554,0.2752774227,M,0.1278953357
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A3,0.3538644733,0.9705574125,M,0.124129766
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A4,0.5869183973,0.6524947728,M,0.0809940235
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_1,A5,1.0978280823,0.9821869238,M,0.0795512708
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A0,1.0978280823,0.452576779,L,0.0360030579
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A1,0.2856090934,0.6814827083,M,0.0245354614
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A2,1.1993237554,0.8192715927,M,0.0201012065
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A3,0.3538644733,0.5340899411,M,0.0107358522
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A4,0.5869183973,0.5051764211,M,0.0054234994
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_2,A5,1.0978280823,0.367162475,L,0.0019913055
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A0,1.0978280823,0.5971877938,M,0.0011891833
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A1,0.2856090934,0.3254430165,S,0.0003870114
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A2,1.1993237554,0.2106519375,M,8.15247024099E-05
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A3,0.3538644733,0.3949971094,L,0.000032202
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A4,0.5869183973,0.778758527,M,2.50775990623E-05
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_3,A5,1.0978280823,0.8688246215,M,0.000021788
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A0,1.0978280823,0.5488517325,M,1.19584010401E-05
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A1,0.2856090934,0.8625771486,M,0.000010315
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A2,1.1993237554,0.3228188531,L,3.32989050296E-06
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A3,0.3538644733,0.2380186142,M,7.92575922973E-07
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A4,0.5869183973,0.5089861557,S,4.03410172101E-07
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_4,A5,1.0978280823,0.3225931183,S,1.30137345391E-07
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A0,1.0978280823,0.6182884624,M,8.04624191838E-08
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A1,0.2856090934,0.3339906657,S,2.6873696945E-08
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A2,1.1993237554,0.7109428118,M,1.91056616688E-08
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A3,0.3538644733,0.3295646611,L,6.29655091281E-09
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A4,0.5869183973,0.8816229242,M,5.55118362816E-09
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_5,A5,1.0978280823,0.8514559413,M,4.72658828154E-09
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A0,1.0978280823,0.6816937989,S,3.22208592156E-09
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A1,0.2856090934,0.3699700915,L,1.19207542317E-09
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A2,1.1993237554,0.3748417519,L,4.4683964005E-10
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A3,0.3538644733,0.8258483795,M,3.6902179261E-10
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A4,0.5869183973,0.8749839242,S,3.22888136202E-10
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_6,A5,1.0978280823,0.7002079076,S,2.26088826238E-10
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A0,1.0978280823,0.6327433096,M,1.43056192175E-10
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A1,0.2856090934,0.4117929485,S,5.89095311763E-11
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A2,1.1993237554,0.8271581736,M,4.87275002175E-11
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A3,0.3538644733,0.8213324126,M,4.0021475315E-11
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A4,0.5869183973,0.4972211996,M,1.98995259655E-11
1.0978280823,0.2856090934,1.1993237554,0.3538644733,0.5869183973,1.0978280823,Emo_7,A5,1.0978280823,0.9136335394,M,1.81808743401E-11
M,M,M,M,M,M,,,,,,
L,M,M,M,M,L,,,,,,
M,S,M,L,M,M,,,,,,
M,M,L,M,S,S,,,,,,
M,S,M,L,M,M,,,,,,
S,L,L,M,S,S,,,,,,
M,S,M,M,M,M,,,,,,
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A0,1.1189022453,0.5562243061,M,0.5562243061
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A1,0.29566161,0.9801709779,M,0.5451949221
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A2,1.2091979525,0.1845569753,M,0.1006195258
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A3,0.3083883208,0.2993797791,S,0.0301234514
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A4,0.5992296767,0.7487682316,M,0.0225554834
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_1,A5,1.1189022453,0.8333024994,M,0.0187955407
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A0,1.1189022453,0.5118612004,L,0.009620708
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A1,0.29566161,0.3196984195,M,0.0030757252
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A2,1.2091979525,0.7397155133,M,0.0022751616
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A3,0.3083883208,0.4586155466,S,0.0010434245
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A4,0.5992296767,0.6215349332,M,0.0006485248
1.1189022453,0.29566161,1.2091979525,0.3083883208,0.5992296767,1.1189022453,Emo_2,A5,1.1189022453,0.4284318196,L,0.0002778486
