Emotion,Angl,XSmall,XMediumMinus,XMedium,XMediumPlus,XLarge
Emo_1,A0,0.739277047383,0.954400827233,1.06833917563,1.18227752403,1.52883623699
Emo_1,A1,0.233094672529,0.267774989091,0.296225761014,0.324676532936,0.393715376962
Emo_1,A2,0.86522814911,1.01160145867,1.12044348297,1.22928550728,1.49383421297
Emo_1,A3,0.205837712835,0.295978060665,0.352208892088,0.408439723511,0.556717537622
Emo_1,A4,0.263818963928,0.503478520811,0.631356750514,0.759234980217,1.03037682652
Emo_1,A5,0.739277047383,0.985646072506,1.0998626305,1.2140791885,1.63244649743
Emo_2,A0,0.607801996114,0.824078479397,0.93694809762,1.04981771584,1.2924236591
Emo_2,A1,0.214041218559,0.24897285089,0.276758791034,0.304544731179,0.383660940781
Emo_2,A2,0.825376850521,1.05277624891,1.17689243476,1.30100862062,1.52033415278
Emo_2,A3,0.221794749708,0.321906127625,0.381743138545,0.441580149464,0.550435676036
Emo_2,A4,0.357771003826,0.533468348865,0.639273066088,0.745077783311,0.996008812936
Emo_2,A5,0.641419946345,0.857218097961,0.971539121773,1.08586014558,1.31549845607
Emo_3,A0,0.657510700054,0.85692331088,1.02865319055,1.20038307022,1.60953662446
Emo_3,A1,0.219959286658,0.281332954076,0.317282134664,0.353231315251,0.428979423791
Emo_3,A2,0.828849058789,0.980259325018,1.10268627756,1.2251132301,1.46013910562
Emo_3,A3,0.138047629649,0.226012577481,0.28932027249,0.352627967498,0.452724508195
Emo_3,A4,0.305298656791,0.455676892827,0.624203464133,0.792730035438,1.28082562563
Emo_3,A5,0.71947913942,0.894556951864,1.07425599257,1.25395503328,1.76464998882
Emo_4,A0,0.835356559119,1.01565071987,1.16537669778,1.31510267569,1.67192317657
Emo_4,A1,0.22283775966,0.25907308296,0.289836720185,0.32060035741,0.381678709518
Emo_4,A2,0.792454497892,0.943265394051,1.06750356375,1.19174173345,1.47584462045
Emo_4,A3,0.134321441953,0.240872887614,0.305000458178,0.369128028743,0.486834027177
Emo_4,A4,0.389227593288,0.628057262455,0.791845169636,0.955633076817,1.34532042373
Emo_4,A5,0.877981209205,1.05551400947,1.20252304514,1.34953208081,1.67192317657
Emo_5,A0,0.663309026,0.864953835264,1.03349425825,1.20203468123,1.60109008671
Emo_5,A1,0.222805275253,0.28187901169,0.317103980913,0.352328950135,0.463519846129
Emo_5,A2,0.941800093701,1.10402242092,1.23807164802,1.37212087511,1.70550664681
Emo_5,A3,0.13890006058,0.226329173378,0.287034968164,0.34774076295,0.489816130681
Emo_5,A4,0.126496318897,0.410552635534,0.568250576178,0.725948516823,1.18392060906
Emo_5,A5,0.671755381348,0.902241846305,1.07253242808,1.24282300985,1.60109008671
Emo_6,A0,0.872919842862,1.36635621236,1.57949809558,1.7926399788,2.12213059093
Emo_6,A1,0.186446937954,0.219008338932,0.248463747604,0.277919156275,0.348864689973
Emo_6,A2,0.747788637329,0.890154154511,1.00410376019,1.11805336587,1.52491019159
Emo_6,A3,0.184319382107,0.28801041871,0.344096918445,0.40018341818,0.528433772881
Emo_6,A4,0.494109097868,0.99000436202,1.23648801807,1.48297167412,1.85042621448
Emo_6,A5,0.87868489372,1.40347124676,1.60966877917,1.81586631157,2.12213059093
Emo_7,A0,0.672670551807,0.88707464429,1.04121792948,1.19536121468,1.42889927219
Emo_7,A1,0.235633140819,0.283323444166,0.320596339561,0.357869234957,0.438433655316
Emo_7,A2,0.785935508859,1.08420503743,1.22337880321,1.36255256899,1.69276848232
Emo_7,A3,0.167810875431,0.262125553081,0.339958286556,0.417791020032,0.535576560451
Emo_7,A4,0.192424972679,0.509993059165,0.664703554511,0.819414049857,1.20092431117
Emo_7,A5,0.674740942224,0.923486766193,1.08396789515,1.2444490241,1.56912827163
Emo_8,A0,0.641235251644,0.943684425507,1.09531193408,1.24693944265,1.47346178144
Emo_8,A1,0.194155916534,0.229059954688,0.256713567351,0.284367180013,0.33591391321
Emo_8,A2,0.764992832711,0.918211502343,1.03366872771,1.14912595308,1.34362233808
Emo_8,A3,0.210556660645,0.318555463981,0.373344643586,0.428133823191,0.544150187689
Emo_8,A4,0.432363767297,0.634831425573,0.782558493546,0.93028556152,1.16082712027
Emo_8,A5,0.692951431594,0.977768234867,1.127690458,1.27761268114,1.52697622861
Emo_9,A0,0.613460065574,0.859852774962,0.989317938943,1.11878310292,1.39357094185
Emo_9,A1,0.213363693641,0.254672082386,0.285566764139,0.316461445892,0.393097356909
Emo_9,A2,0.854254652698,1.07736065932,1.23218058497,1.38700051063,1.600199615
Emo_9,A3,0.179000605249,0.279517106101,0.357302888429,0.435088670757,0.529302345648
Emo_9,A4,0.333355449272,0.540926956879,0.669833203082,0.798739449286,1.06187223814
Emo_9,A5,0.676795804224,0.885760609977,1.02387321456,1.16198581915,1.39357094185
Emo_10,A0,0.807818070292,0.99299102938,1.1482383782,1.30348572703,1.5896074217
Emo_10,A1,0.242100429419,0.272776015429,0.302028595055,0.331281174682,0.401661280198
Emo_10,A2,0.787174360464,0.936234493624,1.05924950631,1.18226451899,1.47745136741
Emo_10,A3,0.127192232226,0.218510133451,0.279812627034,0.341115120618,0.427373205144
Emo_10,A4,0.336569511889,0.601528256761,0.769487874402,0.937447492043,1.25031480725
Emo_10,A5,0.815246500718,1.0302859496,1.18510735379,1.33992875798,1.5896074217
Emo_11,A0,0.592632200101,0.828661538832,0.992301805469,1.15594207211,1.58121261673
Emo_11,A1,0.230571321618,0.284038943385,0.319986873594,0.355934803803,0.491517363762
Emo_11,A2,0.937370443826,1.06667789326,1.19803394772,1.32939000217,1.67713525279
Emo_11,A3,0.141780734958,0.223399219404,0.28066772575,0.337936232096,0.45035353496
Emo_11,A4,0.266252049151,0.432311380053,0.578686123511,0.725060866969,1.10245391661
Emo_11,A5,0.635371206613,0.874046185321,1.03513460394,1.19622302256,1.58121261673
Emo_12,A0,1.05956561452,1.27213604461,1.452636154,1.63313626339,2.09400426357
Emo_12,A1,0.205034300161,0.254837840738,0.283196794679,0.311555748619,0.364819631666
Emo_12,A2,0.772449246892,0.943997579075,1.06041327974,1.17682898041,1.41419444981
Emo_12,A3,0.122618567851,0.217771132937,0.277388478007,0.337005823078,0.472068462584
Emo_12,A4,0.56416605946,0.878509274274,1.08912346642,1.29973765857,1.79735803945
Emo_12,A5,1.06714652504,1.30748605119,1.48731701035,1.66714796951,2.09400426357
Emo_13,A0,0.638913985004,0.89376382656,1.0604868927,1.22720995883,1.52828722807
Emo_13,A1,0.250585706696,0.287084259871,0.319488129272,0.351891998674,0.479519291993
Emo_13,A2,0.847816973393,1.00905410139,1.13409398722,1.25913387305,1.51727605834
Emo_13,A3,0.147478577426,0.223537267585,0.28825953043,0.352981793274,0.467762812108
Emo_13,A4,0.325133818433,0.526638021231,0.702332124137,0.878026227044,1.23408549862
Emo_13,A5,0.669387557333,0.93758062927,1.1035310253,1.26948142133,1.64730474817
Emo_14,A0,0.718395500409,0.995825205154,1.15755446032,1.31928371549,1.68640032929
Emo_14,A1,0.234389758428,0.269781984788,0.297921831528,0.326061678269,0.393941269314
Emo_14,A2,0.890916127681,1.06050817475,1.18541539183,1.31032260891,1.5138631023
Emo_14,A3,0.121638607424,0.221694766522,0.281504813314,0.341314860106,0.468367980622
Emo_14,A4,0.311994766351,0.604711579459,0.784189429589,0.963667279718,1.33978811342
Emo_14,A5,0.718395500409,1.03092354379,1.19299181949,1.3550600952,1.68640032929
Emo_15,A0,0.805921259678,1.06056668994,1.24311290712,1.42565912431,1.96936844462
Emo_15,A1,0.190333108885,0.244415871862,0.275040384588,0.305664897313,0.363855555581
Emo_15,A2,0.808577936804,0.899083311601,1.01420802348,1.12933273536,1.33913406778
Emo_15,A3,0.137348677912,0.259714708336,0.3218420032,0.383969298064,0.479207228722
Emo_15,A4,0.290952635206,0.699374210114,0.897981687387,1.09658916466,1.75891879605
Emo_15,A5,0.915794586937,1.10396816561,1.28507605847,1.46618395132,1.96936844462
Emo_16,A0,0.858653228912,1.02670905503,1.17646498872,1.3262209224,1.67621799371
Emo_16,A1,0.201571640854,0.253327266675,0.287849534414,0.322371802154,0.384280735369
