Emotion,Angl,ValAng,FuzzValue,FuzzStr
Emo_1,A3,0.486070532258,0.431935292685,M
Emo_1,A4,0.643944174781,0.950783552852,M
Emo_1,A5,1.06813858268,1,
Emo_1,A0,1.06813858268,0.861123254052,M
Emo_1,A1,0.283480959789,2.26404412415,S
Emo_1,A2,0.973416334016,0.446462497624,M
Emo_1,A3,0.486070532258,1.70220920353,S
Emo_1,A4,0.643944174781,1.2643834836,S
Emo_1,A5,1.06813858268,0.861123254052,M
Emo_2,A0,1.06813858268,0.418840574071,M
Emo_2,A1,0.283480959789,1.98534065827,S
Emo_2,A2,0.973416334016,0.838449722035,M
Emo_2,A3,0.486070532258,1.36984021169,S
Emo_2,A4,0.643944174781,0.890194115921,S
Emo_2,A5,1.06813858268,0.418840574071,M
Emo_2,A0,1.06813858268,1,
Emo_2,A1,0.283480959789,0.879036506948,M
Emo_2,A2,0.973416334016,1,
Emo_2,A3,0.486070532258,1,
Emo_2,A4,0.643944174781,1,
Emo_2,A5,1.06813858268,1,
Emo_2,A0,1.06813858268,0.561886907309,M
Emo_2,A1,0.283480959789,2.54159848106,S
Emo_2,A2,0.973416334016,0.578853711947,S
Emo_2,A3,0.486070532258,1.9652667861,S
Emo_2,A4,0.643944174781,1.5161440456,S
Emo_2,A5,1.06813858268,0.561886907309,M
Emo_2,A0,1.06813858268,1,
Emo_2,A1,0.283480959789,0.614336783697,S
Emo_2,A2,0.973416334016,1,
Emo_2,A3,0.486070532258,0.128236921352,M
Emo_2,A4,0.643944174781,1,
Emo_2,A5,1.06813858268,1,
Emo_2,A0,1.06813858268,1,
Emo_2,A1,0.283480959789,1.26390586072,S
Emo_2,A2,0.973416334016,0.936668867307,L
Emo_2,A3,0.486070532258,0.544232367605,S
Emo_2,A4,0.643944174781,0.977925801345,M
Emo_2,A5,1.06813858268,1,
Emo_2,A0,1.06813858268,0.577507890983,M
Emo_2,A1,0.283480959789,2.08427202416,S
Emo_2,A2,0.973416334016,0.991789733067,M
Emo_2,A3,0.486070532258,1.47058585399,S
Emo_2,A4,0.643944174781,0.992353584329,S
Emo_2,A5,1.06813858268,0.577507890983,M
Emo_3,A0,1.06813858268,0.885036336685,M
Emo_3,A1,0.283480959789,2.00777935656,S
Emo_3,A2,0.973416334016,0.839175172544,M
Emo_3,A3,0.486070532258,1.46192546579,S
Emo_3,A4,0.643944174781,1.03655341444,S
Emo_3,A5,1.06813858268,0.885036336685,M
Emo_3,A0,1.06813858268,1,
Emo_3,A1,0.283480959789,0.529875586561,M
Emo_3,A2,0.973416334016,1,
Emo_3,A3,0.486070532258,1,
Emo_3,A4,0.643944174781,1,
Emo_3,A5,1.06813858268,1,
Emo_3,A0,1.06813858268,0.858904864663,M
Emo_3,A1,0.283480959789,2.99157770243,S
Emo_3,A2,0.973416334016,0.472068567319,S
Emo_3,A3,0.486070532258,2.25176018099,S
Emo_3,A4,0.643944174781,1.67523649575,S
Emo_3,A5,1.06813858268,0.858904864663,M
Emo_3,A0,1.06813858268,1,
Emo_3,A1,0.283480959789,0.953881493396,M
Emo_3,A2,0.973416334016,1,
Emo_3,A3,0.486070532258,1,
Emo_3,A4,0.643944174781,1,
Emo_3,A5,1.06813858268,1,
Emo_3,A0,1.06813858268,0.67608914926,L
Emo_3,A1,0.283480959789,1.06841445002,S
Emo_3,A2,0.973416334016,0.531832293152,L
Emo_3,A3,0.486070532258,0.590174621115,M
Emo_3,A4,0.643944174781,0.941431459457,M
Emo_3,A5,1.06813858268,0.67608914926,L
Emo_3,A0,1.06813858268,0.982978735276,M
Emo_3,A1,0.283480959789,2.2289363744,S
Emo_3,A2,0.973416334016,0.71942070988,M
Emo_3,A3,0.486070532258,1.65790258042,S
Emo_3,A4,0.643944174781,1.2129083788,S
Emo_3,A5,1.06813858268,0.982978735276,M
Emo_4,A0,1.06813858268,0.675279746198,M
Emo_4,A1,0.283480959789,2.67224824997,S
Emo_4,A2,0.973416334016,0.581662575329,S
Emo_4,A3,0.486070532258,2.05837791681,S
Emo_4,A4,0.643944174781,1.58000213294,S
Emo_4,A5,1.06813858268,0.675279746198,M
Emo_4,A0,1.06813858268,1,
Emo_4,A1,0.283480959789,0.896700114665,M
Emo_4,A2,0.973416334016,1,
Emo_4,A3,0.486070532258,1,
Emo_4,A4,0.643944174781,1,
Emo_4,A5,1.06813858268,1,
Emo_4,A0,1.06813858268,0.997444348478,M
Emo_4,A1,0.283480959789,2.8504827003,S
Emo_4,A2,0.973416334016,0.621343303908,M
Emo_4,A3,0.486070532258,2.11392476349,S
Emo_4,A4,0.643944174781,1.53994120157,S
Emo_4,A5,1.06813858268,0.997444348478,M
Emo_4,A0,1.06813858268,1,
Emo_4,A1,0.283480959789,0.832213366268,M
Emo_4,A2,0.973416334016,1,
Emo_4,A3,0.486070532258,0.995801133291,L
Emo_4,A4,0.643944174781,1,
Emo_4,A5,1.06813858268,1,
Emo_4,A0,1.06813858268,0.15655124422,M
Emo_4,A1,0.283480959789,1.26264783187,S
Emo_4,A2,0.973416334016,0.445712545254,M
Emo_4,A3,0.486070532258,0.759466688345,S
Emo_4,A4,0.643944174781,0.548498428851,M
Emo_4,A5,1.06813858268,0.15655124422,M
Emo_4,A0,1.06813858268,0.542938085935,M
Emo_4,A1,0.283480959789,2.83181390992,S
Emo_4,A2,0.973416334016,0.705938913742,S
Emo_4,A3,0.486070532258,2.20758137643,S
Emo_4,A4,0.643944174781,1.72113055548,S
Emo_4,A5,1.06813858268,0.542938085935,M
Emo_5,A0,1.06813858268,0.897222506559,M
Emo_5,A1,0.283480959789,2.02604867272,S
Emo_5,A2,0.973416334016,0.821769984998,M
Emo_5,A3,0.486070532258,1.4787832639,S
Emo_5,A4,0.643944174781,1.05231124727,S
Emo_5,A5,1.06813858268,0.897222506559,M
Emo_5,A0,1.06813858268,1,
Emo_5,A1,0.283480959789,0.522738814741,M
Emo_5,A2,0.973416334016,1,
Emo_5,A3,0.486070532258,1,
Emo_5,A4,0.643944174781,1,
Emo_5,A5,1.06813858268,1,
Emo_5,A0,1.06813858268,0.573571991161,S
Emo_5,A1,0.283480959789,3.22201262428,S
Emo_5,A2,0.973416334016,0.893286277895,S
Emo_5,A3,0.486070532258,2.5382157173,S
Emo_5,A4,0.643944174781,2.00534767708,S
Emo_5,A5,1.06813858268,0.573571991161,S
Emo_5,A0,1.06813858268,1,
Emo_5,A1,0.283480959789,0.970727601976,M
Emo_5,A2,0.973416334016,1,
Emo_5,A3,0.486070532258,0.981528864038,L
Emo_5,A4,0.643944174781,1,
Emo_5,A5,1.06813858268,1,
Emo_5,A0,1.06813858268,0.811941429351,L
Emo_5,A1,0.283480959789,0.64463355292,S
Emo_5,A2,0.973416334016,0.658089132488,L
Emo_5,A3,0.486070532258,0.739438436593,M
Emo_5,A4,0.643944174781,0.760004479787,M
Emo_5,A5,1.06813858268,0.811941429351,L
Emo_5,A0,1.06813858268,0.987098977086,M
Emo_5,A1,0.283480959789,1.96880403887,S
Emo_5,A2,0.973416334016,0.708979518915,M
Emo_5,A3,0.486070532258,1.46331208487,S
Emo_5,A4,0.643944174781,1.069393212,S
Emo_5,A5,1.06813858268,0.987098977086,M
Emo_6,A0,1.06813858268,0.723712498832,S
Emo_6,A1,0.283480959789,1.83421599916,S
Emo_6,A2,0.973416334016,0.857770189264,S
Emo_6,A3,0.486070532258,1.54749676928,S
Emo_6,A4,0.643944174781,1.32406271662,S
Emo_6,A5,1.06813858268,0.723712498832,S
Emo_6,A0,1.06813858268,1,
Emo_6,A1,0.283480959789,0.405589435613,M
Emo_6,A2,0.973416334016,1,
Emo_6,A3,0.486070532258,1,
Emo_6,A4,0.643944174781,1,
Emo_6,A5,1.06813858268,1,
Emo_6,A0,1.06813858268,0.719021307202,M
Emo_6,A1,0.283480959789,2.81147203628,S
Emo_6,A2,0.973416334016,0.865346501239,M
Emo_6,A3,0.486070532258,2.02107945154,S
Emo_6,A4,0.643944174781,1.4051437207,S
Emo_6,A5,1.06813858268,0.719021307202,M
Emo_6,A0,1.06813858268,1,
Emo_6,A1,0.283480959789,0.459620773786,M
Emo_6,A2,0.973416334016,1,
Emo_6,A3,0.486070532258,0.770185724645,L
Emo_6,A4,0.643944174781,1,
Emo_6,A5,1.06813858268,1,
Emo_6,A0,1.06813858268,0.658497772056,M
Emo_6,A1,0.283480959789,1.28372052647,S
Emo_6,A2,0.973416334016,0.466350653283,M
Emo_6,A3,0.486070532258,1.01082811674,S
Emo_6,A4,0.643944174781,0.798169003947,S
Emo_6,A5,1.06813858268,0.658497772056,M
Emo_6,A0,1.06813858268,0.740823713442,S
Emo_6,A1,0.283480959789,1.81425041752,S
Emo_6,A2,0.973416334016,0.870405569559,S
Emo_6,A3,0.486070532258,1.53710398995,S
Emo_6,A4,0.643944174781,1.32112981368,S
Emo_6,A5,1.06813858268,0.740823713442,S
Emo_7,A0,1.06813858268,0.912676529598,M
Emo_7,A1,0.283480959789,2.05600966279,S
Emo_7,A2,0.973416334016,0.780069578188,M
Emo_7,A3,0.486070532258,1.50631216189,S
Emo_7,A4,0.643944174781,1.07794486887,S
Emo_7,A5,1.06813858268,0.912676529598,M
Emo_7,A0,1.06813858268,1,
Emo_7,A1,0.283480959789,0.502113004929,M
Emo_7,A2,0.973416334016,1,
Emo_7,A3,0.486070532258,1,
Emo_7,A4,0.643944174781,1,
Emo_7,A5,1.06813858268,1,
Emo_7,A0,1.06813858268,0.442279154917,M
Emo_7,A1,0.283480959789,2.14861641625,S
Emo_7,A2,0.973416334016,0.571416849731,S
Emo_7,A3,0.486070532258,1.68549450974,S
Emo_7,A4,0.643944174781,1.32459369228,S
Emo_7,A5,1.06813858268,0.442279154917,M
Emo_7,A0,1.06813858268,1,
Emo_7,A1,0.283480959789,0.637187824166,M
Emo_7,A2,0.973416334016,1,
Emo_7,A3,0.486070532258,0.0613702026368,M
Emo_7,A4,0.643944174781,1,
Emo_7,A5,1.06813858268,1,
Emo_7,A0,1.06813858268,0.752367421745,L
Emo_7,A1,0.283480959789,0.807198567513,S
Emo_7,A2,0.973416334016,0.00228882722304,M
Emo_7,A3,0.486070532258,0.422686153727,M
Emo_7,A4,0.643944174781,0.93290894815,M
Emo_7,A5,1.06813858268,0.752367421745,L
Emo_7,A0,1.06813858268,0.950681701431,M
Emo_7,A1,0.283480959789,1.95609533936,S
Emo_7,A2,0.973416334016,0.655562115453,M
Emo_7,A3,0.486070532258,1.46104101555,S
Emo_7,A4,0.643944174781,1.07525596059,S
Emo_7,A5,1.06813858268,0.950681701431,M
Emo_1,A0,0.920874760479,0.448135481093,S
Emo_1,A1,0.317372003732,2.28214403128,S
Emo_1,A2,1.03265992758,0.843427394941,M
Emo_1,A3,0.426627493127,1.95012317559,S
Emo_1,A4,0.511786885747,1.69132890755,S
Emo_1,A5,0.942299800562,0.446896603125,M
Emo_1,A0,0.920874760479,1,
Emo_1,A1,0.317372003732,0.628371371149,M
Emo_1,A2,1.03265992758,1,
Emo_1,A3,0.426627493127,1,
Emo_1,A4,0.511786885747,1,
Emo_1,A5,0.942299800562,1,
Emo_1,A0,0.920874760479,0.781962115963,S
Emo_1,A1,0.317372003732,3.14664274709,S
Emo_1,A2,1.03265992758,0.596738686415,M
Emo_1,A3,0.426627493127,2.7185513478,S
Emo_1,A4,0.511786885747,2.38487471743,S
Emo_1,A5,0.942299800562,0.698013241263,S
Emo_1,A0,0.920874760479,1,
Emo_1,A1,0.317372003732,0.690233209486,M
Emo_1,A2,1.03265992758,1,
Emo_1,A3,0.426627493127,0.33827582524,M
Emo_1,A4,0.511786885747,0.780299499035,L
Emo_1,A5,0.942299800562,1,
Emo_1,A0,0.920874760479,0.725572539764,L
Emo_1,A1,0.317372003732,0.854292424456,S
Emo_1,A2,1.03265992758,1,
Emo_1,A3,0.426627493127,0.557029140565,S
Emo_1,A4,0.511786885747,0.532485454932,M
Emo_1,A5,0.942299800562,0.779266680415,L
Emo_1,A0,0.920874760479,0.496381104519,S
Emo_1,A1,0.317372003732,2.17005521963,S
Emo_1,A2,1.03265992758,0.705810155287,M
Emo_1,A3,0.426627493127,1.86706060612,S
Emo_1,A4,0.511786885747,1.63089089605,S
Emo_1,A5,0.942299800562,0.436963753724,S
Emo_2,A0,0.920874760479,0.928796883544,M
Emo_2,A1,0.317372003732,1.88237409179,S
Emo_2,A2,1.03265992758,0.576007115708,M
Emo_2,A3,0.426627493127,1.55043794278,S
Emo_2,A4,0.511786885747,1.29170969952,S
Emo_2,A5,0.942299800562,0.976292544325,M
Emo_2,A0,0.920874760479,1,
Emo_2,A1,0.317372003732,0.2691769203,M
Emo_2,A2,1.03265992758,1,
Emo_2,A3,0.426627493127,1,
Emo_2,A4,0.511786885747,1,
Emo_2,A5,0.942299800562,1,
Emo_2,A0,0.920874760479,0.728325245766,S
Emo_2,A1,0.317372003732,2.44518442301,S
Emo_2,A2,1.03265992758,0.41896173256,M
Emo_2,A3,0.426627493127,2.13437177546,S
Emo_2,A4,0.511786885747,1.89210828434,S
Emo_2,A5,0.942299800562,0.667374775732,S
Emo_2,A0,0.920874760479,1,
Emo_2,A1,0.317372003732,0.462112713991,M
Emo_2,A2,1.03265992758,1,
Emo_2,A3,0.426627493127,0.624944880333,M
Emo_2,A4,0.511786885747,0.770892116129,L
Emo_2,A5,0.942299800562,1,
Emo_2,A0,0.920874760479,0.789384570733,L
Emo_2,A1,0.317372003732,1.14351227046,S
Emo_2,A2,1.03265992758,1,
Emo_2,A3,0.426627493127,0.755396146133,S
Emo_2,A4,0.511786885747,0.452878317541,S
Emo_2,A5,0.942299800562,0.849443144265,L
Emo_2,A0,0.920874760479,0.778411880837,M
Emo_2,A1,0.317372003732,1.9816089665,S
Emo_2,A2,1.03265992758,0.732679065633,M
Emo_2,A3,0.426627493127,1.6506512472,S
Emo_2,A4,0.511786885747,1.39268564278,S
Emo_2,A5,0.942299800562,0.872117480076,M
Emo_3,A0,0.920874760479,0.686197794238,M
Emo_3,A1,0.317372003732,1.91646390546,S
Emo_3,A2,1.03265992758,0.98833418786,M
Emo_3,A3,0.426627493127,1.62208777717,S
Emo_3,A4,0.511786885747,1.3926357613,S
Emo_3,A5,0.942299800562,0.748577853331,M
Emo_3,A0,0.920874760479,1,
Emo_3,A1,0.317372003732,0.998750054009,M
Emo_3,A2,1.03265992758,1,
Emo_3,A3,0.426627493127,0.978943708639,L
Emo_3,A4,0.511786885747,1,
Emo_3,A5,0.942299800562,1,
Emo_3,A0,0.920874760479,0.663940124346,S
Emo_3,A1,0.317372003732,2.86781423414,S
Emo_3,A2,1.03265992758,0.714007624438,M
Emo_3,A3,0.426627493127,2.46883454144,S
Emo_3,A4,0.511786885747,2.15784908445,S
Emo_3,A5,0.942299800562,0.585700065599,S
Emo_3,A0,0.920874760479,1,
Emo_3,A1,0.317372003732,0.778449276676,M
Emo_3,A2,1.03265992758,1,
Emo_3,A3,0.426627493127,0.840291685491,L
Emo_3,A4,0.511786885747,1,
Emo_3,A5,0.942299800562,1,
Emo_3,A0,0.920874760479,0.119808543996,M
Emo_3,A1,0.317372003732,0.962141220003,S
